ID,Nume,Concurs,Profesor,grupa,dificultate,URL
210,v,ONI 2004,Prof. Roxana Tîmplaru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=992,
211,reactivi,OJI 2004,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=897,
212,pviz,ONI 2008,Adrian Diaconu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=861,
213,ruleta,.campion 2008,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=69,
214,fractii,.campion 2008,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=50,
215,safeu,FII Competition 2011,Prof. Sergiu Corlat,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1313,
216,nr3,.campion 2005,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=390,
217,tir1,OMI Iaşi 2004,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=866,
218,acces,ONI 2011,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1264,
219,panouri,ONI 2006,Prof. Constantin Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=767,
220,proiect,.campion 2010,Prof. Ilie Vieru,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1180,
221,startrek,OJI 2009,Prof. Suzana Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=256,
222,maroco,OMI Iaşi 2006,Prof. Cătălina Cristea,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=829,
223,mere3,ONI 2006,Prof. Adriana Simulescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=778,
224,reteta2,ONI 2008,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=404,
225,cuvinte2,OMI Iaşi 2011,Prof. Constantin Creţu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1201,
226,raze,ONIG 2010,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1039,
227,prime,.campion 2005,Radu Boriga,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=365,
228,finala,.campion 2008,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=44,
229,turn1,.campion 2003,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=560,
230,arbore1,ONI 2011,Cătălin Perţicaş,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1292,
231,mesaj3,ONI 2011,Prof. Florin Moldovanu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1287,
232,terenuri3d,ONI 2011,Andrei Pârvu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1296,
233,kubus2,Science Week 2011,Alexandru Cohal,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1345,
234,maxq,ONI 2007,Stud. Daniel Păsăilă,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=600,
235,cartele,OJI 2007,Prof. Constantin Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=832,
236,talent,ONI 2011,Prof. Sorin Groza,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1290,
237,hora,.campion 2008,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=55,
238,expresie,OJI 2009,Prof. Alin Burţa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=122,
239,log,ONI 2007,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=599,
240,numere6,OJI 2005,Prof. Roxana Tîmplaru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=787,
241,comoara1,OMI Iaşi 2004,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=862,
242,matrice4,OMI Iaşi 2002,Prof. Lucia Miron,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=953,
243,oua,ONI 2007,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=462,
244,cladire,.campion 2010,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1229,
245,submult,OJI 2003,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=907,
246,m01,.campion 2004,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=500,
247,cuvant,OJIGIM 2010,Prof. Roxana Tîmplaru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1014,
248,telecab,ONI 2011,Prof. Constantin Gălăţan,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1275,
249,teme,OMI Iaşi 2011,Prof. Lucia Miron,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1198,
250,pavare,ONI 2008,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=852,
251,ratb,.campion 2006,Radu Boriga,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=300,
252,urgenta,OJI 2002,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=960,
253,triunghi2,ONI 2010,Prof. Marius Nicoli,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1107,
254,pavaj,.campion 2006,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=321,
255,submatrix1,ONI 2010,Stud. Andrei Grigorean,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1101,
256,tsunami,ONI 2011,Prof. Eugen Nodea,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1267,
257,carte1,OJI 2011,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1243,
258,copaci1,OMI Iaşi 2003,Prof. Lucia Miron,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=918,
259,cetati,.campion 2009,Prof. Sergiu Corlat,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=971,
260,mxl,ONI 2011,Prof. Alin Burţa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1265,
261,diamant,ONI 2006,Dan Ionut Fechete,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=742,
262,control1,ONIG 2010,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1034,
263,randuri,ONI 2007,Prof. Constantin Gălăţan,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=594,
264,reuniune,.campion 2010,Prof. Marius Nicoli,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1178,
265,taburet,ONI 2011,Prof. Cristina Iordaiche,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1285,
266,sediu,Şansa de a deveni campion 2002,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=688,
267,muguri,OMI Iaşi 2010,Prof. Silvia Grecu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=989,
268,nr01,.campion 2005,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=377,
269,drumuri1,XOR 2011,Prof. Dan Pracsiu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1219,
270,lex,.campion 2003,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=602,
271,lcdr,LOT SB 2011,Marius Dumitran,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1341,
272,pion,.campion 2010,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1232,
273,punctfix,Finala .campion 2011,Prof. Zoltan Szabo,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1308,
274,bila,ONIG 2010,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1045,
275,caraibe,Lot HD 2004,Mihai Pătraşcu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=902,
276,sl,.campion 2008,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=58,
277,sotron,ONI 2007,Prof. Cristina Iordaiche,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=536,
278,meteo,OMI Iaşi 2010,Prof. Constantin Creţu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=988,
279,subperm,.campion 2004,Ştefan Ciobâcă,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=526,
280,joc14,ONIG 2010,Prof. Liliana Ursache,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1036,
281,sir8,ONI 2002,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=958,
282,stalpi2,ONI 2011,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1272,
283,matriosca,.campion 2009,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1008,
284,exp,.campion 2005,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=415,
285,trei,.campion 2008,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=56,
286,ham,.campion 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=452,
287,powerpuff,ONI 2006,Prof. Constantin Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=782,
288,banda1,OMI Iaşi 2004,Prof. Lucia Miron,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=859,
289,lipsa,FII Competition 2011,Prof. Dr. Cornelius Croitoru,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1256,
290,premii,.campion 2008,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=38,
291,graf,OJI 2006,Prof. Victor Manz,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=819,
292,perfect,Lot AB 2006,Prof. Marinel Şerban,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=804,
293,joct,.campion 2010,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1190,
294,taxe1,OJI 2003,Prof. Daniel Popa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=909,
295,tren1,.campion 2004,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=510,
296,xmoto,ONI 2011,stud. Vlad Duta,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1279,
297,windows,.campion 2004,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=520,
298,carti1,.campion 2003,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=569,
299,excursia,ONI 2007,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=592,
300,tub,.campion 2004,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=497,
301,romeo,ONI 2005,Prof. Dan Grigoriu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=653,
302,mere2,ONI 2008,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=408,
303,dp,.campion 2009,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=976,
304,petrecere,ONI 2010,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1106,
305,prieteni,ONI 2005,Prof. George Vlad,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=644,
306,honest,.campion 2005,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=368,
307,convert,.campion 2005,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=381,
308,astre,.campion 2007,Prof. Sergiu Corlat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=227,
309,cladiri1,OJIGIM 2010,Prof. Ovidiu Domşa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1015,
310,tort1,ONI 2011,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1268,
311,domino2,LOT SB 2011,Prof. Zoltan Szabo,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1320,
312,galax,ONI 2005,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=749,
313,import,Lot AB 2006,Dan Ionut Fechete,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=802,
314,jocs,LOT SB 2011,Andrei Pârvu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1342,
315,divizori,.campion 2010,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1158,
316,checkin,ONI 2009,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=152,
317,insule,OJI 2009,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=135,
318,gradina,OMI Iaşi 2002,,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=952,
319,piata,OJI 2008,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=272,
320,ziduri,ONI 2005,Prof. Doru Popescu Anastasiu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=720,
321,comun,.campion 2008,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=102,
322,minmax,OMI Iaşi 2011,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1202,
323,medii,Şansa de a deveni campion 2002,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=706,
324,kperms,.campion 2009,Stud. Mircea Dima,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=999,
325,taxe,ONI 2009,Prof. Ana Întuneric,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=564,
326,el,.campion 2010,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1249,
327,mine,Finala .campion 2010,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1121,
328,pepsi,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=703,
329,mare,OJI 2006,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=823,
330,apel,ONI 2007,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=590,
331,renju,.campion 2004,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=522,
332,prod3,.campion 2009,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=980,
333,poligon4,ONI 2011,Prof. Ciprian Cheşcă,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1271,
334,ec,ONI 2011,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1269,
335,nrcuv2,ONI 2009,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=271,
336,stive,Lot IS 2008,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=555,
337,rafturi,ONI 2009,Prof. Sanda Junea,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=207,
338,anag,ONI 2002,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=946,
339,mgo,.campion 2007,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=201,
340,sport2,ONI 2011,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1261,
341,cds,FII Competition 2011,Prof. Cătălina Cristea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1326,
342,numere7,OJI 2005,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=791,
343,rezervatie,ONI 2008,Prof. Suzana Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=405,
344,roboti,ONI 2006,Prof. Roxana Tîmplaru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=779,
345,soricel2,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=665,
346,joc2,ONI 2009,Prof. Adriana Simulescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=208,
347,cuburi2,ONI 2005,Prof. Alin Burţa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=648,
348,kbiti,.campion 2009,Stud. Mircea Dima,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1059,
349,barbie,.campion 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=439,
350,gaina,ONI 2004,Prof. Dan Grigoriu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=923,
351,pm,ONI 2008,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=402,
352,test,.campion 2008,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=83,
353,trasee,ONI 2006,Prof. Sorin Tudor,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=760,
354,acoperire1,LOT AR 2011,Prof. Marius Nicoli,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1329,
355,soricel1,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=661,
356,banda10,Şansa de a deveni campion 2002,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=664,
357,joc16,ONI 2011,Prof. Carmen Mincă,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1289,
358,lanturi,.campion 2009,Prof. Dana Lica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1004,
359,joc8,ONI 2005,Prof. Rodica Pintea,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=649,
360,placare,OJI 2009,Prof. Radu Vişinescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=783,
361,reinvent,ONI 2009,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=253,
362,cod2,.campion 2005,Prof. Carmen Popescu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=383,
363,puteri35,Lot VN 2010,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1132,
364,flori,OJI 2006,Prof. Cristina Bohm,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=820,
365,agendatelefonica,FII Competition 2011,Sandu Buraga,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1325,
366,anagrame,.campion 2007,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=206,
367,pereti,ONI 2006,Prof. Ovidiu Domşa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=768,
368,simetric,.campion 2008,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=63,
369,sant,.campion 2003,Prof. Nistor-Eugen Moţ,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=605,
370,fi,ONI 2008,Prof. Livia Ţoca,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=412,
371,sirmax,.campion 2010,Prof. Zoltan Szabo,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1252,
372,manevre,.campion 2008,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=65,
373,suma4,OJI 2011,Prof. Carmen Mincă,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1240,
374,auto2,.campion 2005,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=385,
375,playlist,.campion 2005,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=431,
376,holo,.campion 2007,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=190,
377,lacuri,ONI 2007,Prof. Dan Grigoriu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=534,
378,concurs,OJI 2008,Prof. Radu Vişinescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=188,
379,gramada,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=722,
380,pod,.campion 2008,Prof. Constantin Gălăţan,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=71,
381,reduceri,.campion 2006,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=334,
382,aranjare,ONI 2008,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=854,
383,perechi1,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=673,
384,tablite,.campion 2009,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1002,
385,donald,.campion 2005,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=444,
386,stele,.campion 2010,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1206,
387,cri,OJI 2011,Prof. Carmen Mincă,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1239,
388,popas,OJI 2004,,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=896,
389,patrate6,ONI 2004,Prof. Dan Pracsiu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=932,
390,cifre1,.campion 2004,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=480,
391,roboti1,ONIG 2010,Prof. Roxana Tîmplaru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1042,
392,munte1,ONI 2007,Prof. Marinel Şerban,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=624,
393,becuri,Lot PH 2006,Cosmin Negruşeri,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=809,
394,piloti,.campion 2004,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=532,
395,petrom,ONI 2006,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=744,
396,tabel,OJI 2005,Prof. Daniel Popa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=789,
397,vedete,.campion 2008,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=42,
398,cifre,.campion 2007,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=200,
399,cmmdcsecv,XOR 2011,Prof. Dan Pracsiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1218,
400,palma,.campion 2007,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=177,
401,numar3,OJI 2010,Prof. Stelian Ciurea,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1081,
402,grad2,LOT SB 2011,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1316,
403,agitatie,ONI 2007,Mugurel Ionuţ Andreica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=533,
404,bile5,LOTJ CJ 2009,Prof. Marius Nicoli,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1052,
405,fractie,Şansa de a deveni campion 2002,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=696,
406,ab2,ONI 2008,Mircea Paşoi,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=192,
407,jungla,Lot AB 2004,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=887,
408,factori,OJI 2009,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=142,
409,scp,.campion 2008,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=40,
410,obstacole,Finala .campion 2011,Prof. Marius Nicoli,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1304,
411,viena,FII Competition 2011,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1258,
412,patrate,.campion 2007,Prof. Sergiu Corlat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=223,
413,sortari,ONI 2004,Marius Andrei,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=927,
414,coment,OMI Iaşi 2002,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=950,
415,fillmat,XOR 2011,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1220,
416,siruri2,OMI Iaşi 2010,Prof. Constantin Creţu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1063,
417,turism1,LOTJ CJ 2009,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1051,
418,miere,Lot AB 2010,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1146,
419,concurs2,.campion 2003,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=613,
420,replace,OMI Iaşi 2009,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=124,
