ID,Nume,Concurs,Profesor,grupa,dificultate,URL
633,party,.campion 2007,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=224,
634,remi,.campion 2004,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=499,
635,paltrei,XOR 2010,Prof. Dan Pracsiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1066,
636,dep,ONI 2008,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=848,
637,np,Finala .campion 2007,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=352,
638,ab3,Lot AB 2006,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=805,
639,borg,ONI 2006,Tiberiu Dăneţ,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=741,
640,robot3,ONI 2011,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1293,
641,lant,OJI 2005,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=801,
642,bitslang,Finala .campion 2007,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=349,
643,cazare,.campion 2010,Prof. Marius Nicoli,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1179,
644,euclid,Lot IS 2008,Prof. Zoltan Szabo,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=553,
645,tunel,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=700,
646,spioni,.campion 2003,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=573,
647,chimie1,Finala .campion 2006,Radu Boriga,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=474,
648,palind,ONI 2008,Stud. Adrian Airinei,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=194,
649,cezar1,OJI 2007,Prof. Rodica Pintea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=834,
650,erdos,.campion 2006,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=332,
651,pack,.campion 2010,Prof. Csaba Pătcaş,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1254,
652,cutii,OMI Iaşi 2005,Prof. Cornelia Ivaşc,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=769,
653,bradut,.campion 2009,stud. Vlad Duta,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1074,
654,fotbal,.campion 2009,Prof. Zoltan Szabo,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1057,
655,scara2,OJI 2005,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=800,
656,text3,OJI 2010,Prof.  Horatiu Cristurean,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1082,
657,curent,ONI 2008,Dan Ionut Fechete,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=858,
658,prieteni1,Şansa de a deveni campion 2002,Prof. Doru Popescu Anastasiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=659,
659,sort,.campion 2007,Prof. Carmen Popescu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=184,
660,team,Lot PH 2006,Prof. Rodica Pintea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=810,
661,sea,ONI 2004,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=938,
662,tvshow,.campion 2004,Silviu Gănceanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=512,
663,promo,ONI 2007,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=627,
664,firma1,.campion 2005,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=441,
665,formule,.campion 2006,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=285,
666,magic4,LOT SV 2005,Osman Ay,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=878,
667,peg,Lot AB 2006,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=797,
668,triburi,LOT AR 2011,Prof. Carmen Popescu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1333,
669,secvente1,OJIGIM 2010,Prof. Marius Nicoli,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1016,
670,cartoane,.campion 2005,Prof. Rodica Pintea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=416,
671,atac2,ONI 2008,Prof. Alin Burţa,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=863,
672,scor,.campion 2006,Prof. Dana Lica,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=299,
673,farfurii,.campion 2005,Prof. Dana Lica,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=434,
674,iepuri,OJI 2008,Iolanda Popa,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=273,
675,unu,.campion 2006,Prof. Sergiu Corlat,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=294,
676,expresie1,OJI 2011,Prof. Eugen Nodea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1235,
677,lanterna,OJI 2004,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=893,
678,strings,Festival Neamt 2009,Vlad Manea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1029,
679,evantai,ONI 2005,Silviu Gănceanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=747,
680,salvare,Şansa de a deveni campion 2002,Mihai Stroe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=672,
681,sudoku,.campion 2005,Prof. Dr. Stoyan Kapralov,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=467,
682,pic,.campion 2003,Prof. Doru Popescu Anastasiu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=581,
683,broscute,Finala .campion 2011,Prof. Dan Pracsiu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1309,
684,char,ONIG 2010,Prof. Doru Popescu Anastasiu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1040,
685,omizi,.campion 2004,Emilian Miron,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=516,
686,numere9,OMI Iaşi 2002,,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=954,
687,ceas1,.campion 2003,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=572,
688,platforma,.campion 2008,Stud. Andrei Grigorean,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=85,
689,bare,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=660,
690,iepuras2,.campion 2006,Prof. Constantin Gălăţan,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=277,
691,snipers,ONI 2004,Prof. Daniel Popa,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=944,
692,pietre,ONI 2002,,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=956,
693,zaruri,.campion 2004,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=505,
694,magic2,ONI 2009,Prof. Zoltan Szabo,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=170,
695,munte2,Lot SB 2005,Ştefan Gheorghe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=872,
696,harta1,Lot AB 2007,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=633,
697,paianjen,ONI 2005,Prof. Carmen Popescu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=682,
698,codul,OJI 2002,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=948,
699,fibgcd,FII Competition 2011,Stud. Paul Diac,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1310,
700,granita,Şansa de a deveni campion 2002,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=694,
701,cod1,Lot IS 2008,Prof. Doru Popescu Anastasiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=548,
702,bradut2,FII Competition 2011,Dr. Cristian Gațu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1323,
703,stop,.campion 2003,Marius Andrei,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=578,
704,impozit,.campion 2009,Prof. Ciprian Cheşcă,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1001,
705,oypara,Lot AB 2006,Alexandru Moşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=803,
706,patrate2,ONI 2009,Prof. Suzana Gălăţan,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=270,
707,maxim,.campion 2007,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=217,
708,tablou,ONI 2008,Prof. Roxana Tîmplaru,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=428,
709,vecini2,OJI 2009,Prof. Delilah Florea,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=257,
710,descfib,.campion 2004,Silviu Gănceanu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=492,
711,afise,.campion 2008,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=80,
712,algebra,.campion 2003,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=559,
713,tramvai1,Şansa de a deveni campion 2002,Prof. Rodica Pintea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=675,
714,chei,.campion 2010,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1167,
715,kalah,Finala .campion 2005,Prof. Sergiu Corlat,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=588,
716,flood,.campion 2006,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=310,
717,secv,ONI 2007,Adrian Diaconu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=535,
718,site,.campion 2009,Stud. Mircea Dima,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1056,
719,trecere,ONI 2007,Prof. Carmen Popescu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=491,
720,drum,.campion 2007,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=165,
721,litoral,ONI 1997,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=666,
722,police,.campion 2005,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=369,
723,patrate5,LOT SV 2005,Cosmin Negruşeri,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=880,
724,part,ONI 2006,Prof. Doru Popescu Anastasiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=759,
725,conferinta,.campion 2010,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1166,
726,sircifre,Urmasii lui Moisil 2011,Prof. Oana Butnaraşu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1216,
727,radical,.campion 2010,Prof. Nistor-Eugen Moţ,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1172,
728,uscat,.campion 2008,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=75,
729,trenuri1,Lot AB 2010,Tiberiu Savin,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1156,
730,numar,OJI 2008,Prof. Stelian Ciurea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=316,
731,risipa,LOT SB 2011,Prof. Adrian Panaete,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1317,
732,croco,.campion 2006,Dan Ionut Fechete,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=314,
733,frunze,Lot AB 2004,Prof. Stelian Ciurea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=884,
734,izo,Şansa de a deveni campion 2002,Daniel Dumitran,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=732,
735,mesaj2,Lot HD 2004,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=904,
736,cifru,ONI 2007,Prof. Alin Burţa,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=455,
737,echitabil,OMI Iaşi 2003,,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=921,
738,hacker,ONI 2011,Andrei Pârvu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1295,
739,case,ONI 2009,Prof. Cristina Iordaiche,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=836,
740,fat,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=731,
741,complex,.campion 2007,Mugurel Ionuţ Andreica,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=186,
742,divk,.campion 2010,Prof. Dana Lica,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1175,
743,pamant,ONI 2011,Prof. Carmen Popescu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1281,
744,soldati1,.campion 2004,Prof. Dana Lica,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=514,
745,bac,.campion 2003,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=584,
746,exam,.campion 2005,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=465,
747,piticot,OMI Iaşi 2009,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=123,
748,soldati,.campion 2007,Tiberiu Lucian Florea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=175,
749,minuni,ONI 2010,Stud. Adrian Airinei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1099,
750,poligon3,ONI 2004,Prof. Rodica Pintea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=939,
751,text1,OJI 2003,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=908,
752,arb1,ONI 2010,Student Marius Stroe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1114,
753,sablon1,ONI 2004,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=945,
754,2sec,.campion 2006,Dan Ionut Fechete,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=309,
755,ubergraf,Lot VN 2010,Paul Băltescu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1140,
756,desc,ONI 2007,Prof. Stelian Ciurea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=596,
757,poligon2,ONI 2004,Prof. Ovidiu Domşa,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=941,
758,sirag,ONI 2009,Cătălin Tiseanu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=171,
759,castel,ONI 2007,Adrian Vladu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=591,
760,ic,.campion 2009,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1089,
761,balanta,.campion 2008,Prof. Zoltan Szabo,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=51,
762,bifo,ONI 2005,Silviu Gănceanu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=650,
763,bile4,ONI 2008,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=855,
764,tree,.campion 2005,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=386,
765,nspecial,.campion 2008,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=108,
766,secvbiti,Finala .campion 2010,Prof. Dan Pracsiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1127,
767,robot4,LOT AR 2011,Prof. Stelian Ciurea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1334,
768,wg,FII Competition 2011,Prof. Dr. Cornelius Croitoru,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1328,
769,bcast,LOT SV 2007,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=618,
770,ab,.campion 2008,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=45,
771,dansatori,.campion 2009,Prof. Marinel Şerban,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=966,
772,apm,.campion 2004,Prof. Dana Lica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=482,
773,turist,OJI 2008,Prof. Carmen Popescu,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=319,
774,album,.campion 2009,stud. Vlad Duta,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1070,
775,vile,.campion 2005,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=442,
776,light,.campion 2007,Prof. Carmen Popescu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=157,
777,senzori,Lot NT 2008,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=426,
778,paralel,.campion 2004,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=504,
779,hanoig,.campion 2006,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=307,
780,parc,.campion 2003,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=585,
781,suma2,ONI 2005,Prof. Rodica Pintea,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=683,
782,sablon2,FII Competition 2011,Dr. Adrian Iftene,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1260,
783,neconex,LOT SB 2011,Prof. Ionel-Vasile Piţ-Rada,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1335,
784,lant1,LOT SB 2011,Prof. Zoltan Szabo,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1340,
785,programs,.campion 2006,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=275,
786,gray,.campion 2007,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=196,
787,monede,Finala .campion 2008,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=262,
788,smin,LOTJ CJ 2009,Prof. Suzana Gălăţan,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1050,
789,logic,ONI 2004,Ştefan Ciobâcă,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=942,
790,tren2,.campion 2007,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=195,
791,fibo,.campion 2003,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=583,
792,drumuri,Lot SB 2005,Emilian Miron,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=869,
793,acop,.campion 2008,Stud. Filip-Cristian Buruiană,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=95,
794,telefon,ONI 2010,Andrei Paul Puni,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1118,
795,centrala,FII Competition 2011,Vlad Manea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1314,
796,paintball,Lot IS 2008,Mircea Paşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=566,
797,bunici,.campion 2008,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=93,
798,grade,Lot AB 2004,Prof. Stelian Ciurea,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=885,
799,premii1,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=714,
800,coach,ONI 2004,Radu Berinde,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=929,
801,multiplu,.campion 2004,Prof. Nistor-Eugen Moţ,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=496,
802,scor2,.campion 2005,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=378,
803,poze,Lot AB 2006,Cosmin Negruşeri,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=799,
804,subgeom,ONI 2008,Stud. Andrei Grigorean,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=856,
805,fazan,.campion 2009,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1003,
806,autostrazi,Lot AB 2010,Prof. Constantin Gălăţan,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1149,
807,culmi1,Lot SB 2005,Prof. Marinel Şerban,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=868,
808,regat,Lot VN 2010,Stud. Adrian Airinei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1133,
809,butoane,ONI 2011,Prof. Adrian Panaete,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1263,
810,cifru1,ONI 2006,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=757,
811,scanduri,.campion 2009,Prof. Dan Pracsiu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1055,
812,arbore,ONI 2000,,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=612,
813,echilibru1,Finala .campion 2011,Prof. Dan Pracsiu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1305,
814,tribile,.campion 2007,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=213,
815,patrate1,ONI 2009,Prof. Ciprian Cheşcă,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=430,
816,subs,.campion 2010,Stud. Mircea Dima,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1233,
817,barca1,Finala .campion 2005,Prof. Nistor-Eugen Moţ,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=539,
818,grup,.campion 2006,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=343,
819,verigi,Science Week 2011,Tudor Olariu,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1321,
820,tj,Lot SB 2005,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=874,
821,distanta,.campion 2004,Marius Andrei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=531,
822,greiere,.campion 2010,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1157,
823,druid,.campion 2006,Prof. Sergiu Corlat,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=335,
824,raft,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=680,
825,mat,.campion 2009,Prof. Marinel Şerban,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1092,
826,cat,.campion 2005,Prof. Alin Burţa,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=389,
827,ubuntzei,OJI 2011,Student Marius Stroe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1238,
828,cheie,.campion 2010,Prof. Marinel Şerban,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1165,
829,emax,LOT SV 2007,Mircea Paşoi,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=620,
830,ikebana,ONI 2011,Prof. Zoltan Szabo,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1276,
831,intervale,LOT SB 2011,Cosmin Gheorghe,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1339,
832,seti,.campion 2009,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=964,
833,kgb,.campion 2003,Prof. Emanuela Cerchez,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=574,
834,echipe,.campion 2004,Mugurel Ionuţ Andreica,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=515,
835,secvente,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=740,
836,taler,.campion 2010,Prof. Dana Lica,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1181,
837,sume,.campion 2006,Mircea Paşoi,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=322,
838,vecini,.campion 2007,Prof. Emanuela Cerchez,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=211,
839,leaves,.campion 2005,Marius Andrei,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=394,
840,hd,.campion 2007,Prof. Emanuela Cerchez,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=247,
841,padure,Festival Neamt 2009,Prof. Dumitru Ene,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1033,
842,cmmmc,ONI 2010,Prof. Stelian Ciurea,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1108,
843,materom,ONI 2004,Prof. Daniel Popa,2,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=924,
844,adun,ONI 2006,Prof. Alin Burţa,1,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=774,
845,hof,Lot AB 2004,Cătălin Frâncu,3,3,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=886,
